1.0032306578615117e-12,-16384.0
205.88199744885188,-16382.706388235323
411.7314837436421,-16378.825757217586
617.51595286421,-16372.358719743414
823.2029090573451,-16363.30629703299
1028.7598719682728,-16351.669918568801
1234.1543817696502,-16337.451421869899
1439.3540042873785,-16320.653052201738
1644.326336122305,-16301.277462221622
1849.0390097671261,-16279.327711559818
2053.459698717561,-16254.807266336406
2257.556122577112,-16227.719998613933
2461.2960521544837,-16198.070185785984
2664.647314552975,-16165.86250990171
2867.5777982509226,-16131.1020569265
3070.055458172514,-16093.794315938834
3272.0483207480443,-16053.9451782635
3473.524488962945,-16011.560936541282
3674.452147394661,-15966.64828373528
3874.7995672367065,-15919.214312074017
4074.53511130898,-15869.266511931492
4273.627239053672,-15816.81277064436
4472.044511515855,-15761.861371266432
4669.7555963080895,-15704.420991260686
4866.729272558139,-15644.500701128998
5062.934435839139,-15582.109962979795
5258.340103081319,-15517.258629033891
5452.915417464614,-15449.95694006869
5646.629653291287,-15380.215523801073
5839.4522208379,-15308.045393209131
6031.352671185766,-15233.45794479311
6222.300701029189,-15156.46495677576
6412.266157460723,-15077.07858724242
6601.2190427326495,-14995.311372221113
6789.129518993969,-14911.176223702969
6975.96791300215,-14824.686427603265
7161.704720808883,-14735.855641663424
7346.310612419088,-14644.697893294306
7529.756436422458,-14551.227577361113
7712.013224596808,-14455.459453910275
7893.052196482501,-14357.408645838663
8072.844763927209,-14257.090636505509
8251.362535600307,-14154.521267287413
8428.577321476201,-14049.7167350768
8604.461137285867,-13942.693589724233
8778.98620893588,-13833.468731425015
8952.124976894265,-13722.059408050449
9123.850100542473,-13608.483212424193
9294.134462492779,-13492.758079544155
9462.951172870433,-13374.902283750342
9630.27357355988,-13254.934435839139
9796.075242414388,-13132.873480124443
9960.329997428413,-13008.738691446135
10123.011900872038,-12882.549672126364
10284.095263386836,-12754.326348874112
10443.554648042533,-12624.088969638531
10601.364874353776,-12491.858100411562
10757.501022256438,-12357.654621980324
10911.93843604278,-12221.4997266298
11064.652728254863,-12083.414914796322
11215.619783535634,-11943.421991672407
11364.815762436994,-11801.543063763467
11512.217105184345,-11657.800535396931
11657.800535396931,-11512.217105184345
11801.543063763465,-11364.815762436998
11943.421991672407,-11215.619783535636
12083.414914796322,-11064.652728254863
12221.4997266298,-10911.93843604278
12357.654621980326,-10757.501022256438
12491.85810041156,-10601.364874353776
12624.088969638531,-10443.554648042531
12754.32634887411,-10284.095263386838
12882.549672126363,-10123.01190087204
13008.738691446133,-9960.329997428416
13132.87348012444,-9796.07524241439
13254.934435839139,-9630.27357355988
13374.902283750342,-9462.951172870433
13492.758079544155,-9294.134462492779
13608.483212424193,-9123.850100542473
13722.05940805045,-8952.124976894265
13833.468731425013,-8778.986208935883
13942.693589724231,-8604.461137285869
14049.716735076798,-8428.577321476203
14154.521267287413,-8251.362535600305
14257.090636505507,-8072.844763927211
14357.408645838661,-7893.052196482504
14455.459453910273,-7712.013224596811
14551.227577361113,-7529.756436422457
14644.697893294304,-7346.310612419091
14735.855641663422,-7161.704720808885
14824.686427603265,-6975.9679130021495
14911.176223702969,-6789.129518993968
14995.311372221113,-6601.219042732649
15077.078587242419,-6412.2661574607255
15156.46495677576,-6222.3007010291885
15233.45794479311,-6031.352671185765
15308.045393209131,-5839.452220837899
15380.215523801073,-5646.629653291288
15449.956940068692,-5452.915417464613
15517.25862903389,-5258.340103081322
15582.109962979795,-5062.934435839138
15644.500701128998,-4866.729272558142
15704.420991260686,-4669.755596308092
15761.86137126643,-4472.044511515858
15816.812770644357,-4273.627239053675
15869.266511931492,-4074.535111308983
15919.214312074017,-3874.799567236709
15966.64828373528,-3674.4521473946634
16011.560936541282,-3473.5244889629435
16053.9451782635,-3272.048320748047
16093.794315938836,-3070.0554581725128
16131.102056926502,-2867.5777982509217
16165.86250990171,-2664.6473145529735
16198.070185785984,-2461.296052154483
16227.719998613933,-2257.556122577111
16254.807266336404,-2053.4596987175637
16279.327711559818,-1849.039009767125
16301.277462221622,-1644.3263361223078
16320.653052201737,-1439.354004287381
16337.451421869899,-1234.1543817696493
16351.669918568801,-1028.7598719682717
16363.30629703299,-823.2029090573477
16372.358719743414,-617.5159528642126
16378.825757217586,-411.7314837436411
16382.706388235323,-205.88199744885085
16384.0,-3.637978807091713e-12
16382.706388235323,205.88199744884722
16378.825757217586,411.7314837436411
16372.358719743414,617.5159528642055
16363.30629703299,823.2029090573441
16351.669918568801,1028.759871968268
16337.451421869899,1234.1543817696456
16320.653052201738,1439.3540042873774
16301.277462221622,1644.3263361223042
16279.327711559818,1849.0390097671213
16254.807266336406,2053.4596987175564
16227.719998613933,2257.556122577111
16198.070185785984,2461.296052154483
16165.862509901712,2664.6473145529703
16131.102056926502,2867.577798250918
16093.794315938836,3070.0554581725128
16053.9451782635,3272.0483207480434
16011.560936541282,3473.5244889629403
15966.648283735281,3674.4521473946565
15919.214312074018,3874.799567236702
15869.266511931493,4074.535111308979
15816.812770644361,4273.627239053668
15761.861371266432,4472.0445115158545
15704.420991260688,4669.755596308086
15644.500701128998,4866.729272558138
15582.109962979795,5062.934435839138
15517.258629033891,5258.340103081318
15449.956940068692,5452.915417464609
15380.215523801073,5646.629653291288
15308.045393209131,5839.452220837899
15233.457944793112,6031.352671185761
15156.464956775762,6222.300701029185
15077.078587242419,6412.2661574607255
14995.311372221113,6601.219042732649
14911.17622370297,6789.129518993965
14824.686427603267,6975.967913002146
14735.855641663424,7161.7047208088825
14644.697893294306,7346.310612419087
14551.227577361113,7529.756436422457
14455.459453910276,7712.013224596804
14357.408645838663,7893.0521964825
14257.090636505509,8072.844763927208
14154.521267287413,8251.362535600305
14049.716735076801,8428.577321476198
13942.693589724233,8604.461137285865
13833.468731425017,8778.98620893588
13722.05940805045,8952.124976894265
13608.483212424197,9123.850100542468
13492.758079544157,9294.134462492775
13374.902283750343,9462.951172870431
13254.934435839139,9630.27357355988
13132.873480124445,9796.075242414385
13008.738691446137,9960.329997428411
12882.549672126366,10123.011900872036
12754.326348874112,10284.095263386836
12624.08896963853,10443.554648042533
12491.858100411564,10601.364874353772
